,prospect_id,industry,business_size,region,offer_type,acquisition_channel,credit_score_band,years_in_business,mailer_sent_date,response_date,response_flag,acquisition_flag,mailing_cost_usd,estimated_monthly_charge_volume_usd,roi,cost_per_acquisition,prospect_value_tier,days_to_respond,year_month
45894,145894,Manufacturing,Small (10-49),Southwest,0% Intro APR,Past Inquiry,700-749,<1 yr,2024-01-15,2024-02-05,1,1,1.9,4760.44,49.1099,1.9,Low Value,21 days,2024-01
45895,145895,Construction,Small (10-49),Midwest,No Annual Fee,Past Inquiry,650-699,3-7 yrs,2024-10-30,,0,0,1.7,0.0,-1.0,,Not Acquired,,2024-10
45896,145896,Manufacturing,Small (10-49),West,0% Intro APR,Partner Referral,750-799,<1 yr,2024-02-15,,0,0,1.95,0.0,-1.0,,Not Acquired,,2024-02
45897,145897,Logistics,Micro (1-9),Southeast,No Annual Fee,Lookalike Audience,700-749,3-7 yrs,2024-05-18,,0,0,1.61,0.0,-1.0,,Not Acquired,,2024-05
45898,145898,Construction,Large (250+),Midwest,Travel Miles 2x,Past Inquiry,800+,7-15 yrs,2024-11-14,,0,0,2.36,0.0,-1.0,,Not Acquired,,2024-11
45899,145899,Hospitality,Small (10-49),Southeast,Rewards Points 3x,Cold List,650-699,1-3 yrs,2024-04-05,,0,0,2.0,0.0,-1.0,,Not Acquired,,2024-04
45900,145900,Retail,Micro (1-9),Northeast,No Annual Fee,Lookalike Audience,700-749,15+ yrs,2024-02-14,,0,0,1.62,0.0,-1.0,,Not Acquired,,2024-02
45901,145901,Real Estate,Small (10-49),Southwest,Cash Back 2%,Partner Referral,600-649,<1 yr,2024-01-17,,0,0,1.83,0.0,-1.0,,Not Acquired,,2024-01
45902,145902,Hospitality,Medium (50-249),Southwest,0% Intro APR,Partner Referral,650-699,3-7 yrs,2024-04-30,,0,0,1.94,0.0,-1.0,,Not Acquired,,2024-04
45903,145903,Hospitality,Micro (1-9),West,Travel Miles 2x,Cold List,700-749,15+ yrs,2024-03-19,,0,0,2.35,0.0,-1.0,,Not Acquired,,2024-03
45904,145904,Logistics,Small (10-49),Midwest,Cash Back 2%,Past Inquiry,800+,<1 yr,2024-01-30,2024-02-18,1,1,1.72,6097.2,69.8977,1.72,Mid Value,19 days,2024-01
45905,145905,Education,Micro (1-9),Southeast,0% Intro APR,Past Inquiry,750-799,7-15 yrs,2023-09-15,,0,0,1.93,0.0,-1.0,,Not Acquired,,2023-09
45906,145906,Retail,Small (10-49),Southwest,No Annual Fee,Cold List,700-749,3-7 yrs,2024-05-07,,0,0,1.6,0.0,-1.0,,Not Acquired,,2024-05
45907,145907,Finance,Micro (1-9),Southwest,No Annual Fee,Cold List,600-649,15+ yrs,2024-02-08,,0,0,1.68,0.0,-1.0,,Not Acquired,,2024-02
45908,145908,Real Estate,Medium (50-249),West,Cash Back 2%,Lookalike Audience,650-699,15+ yrs,2023-02-17,,0,0,1.84,0.0,-1.0,,Not Acquired,,2023-02
45909,145909,Real Estate,Small (10-49),Northeast,0% Intro APR,Lookalike Audience,750-799,1-3 yrs,2024-07-29,,0,0,2.05,0.0,-1.0,,Not Acquired,,2024-07
45910,145910,Finance,Micro (1-9),West,No Annual Fee,Partner Referral,750-799,<1 yr,2023-12-28,,0,0,1.64,0.0,-1.0,,Not Acquired,,2023-12
45911,145911,Construction,Micro (1-9),Southwest,Travel Miles 2x,Cold List,650-699,15+ yrs,2023-05-09,,0,0,2.32,0.0,-1.0,,Not Acquired,,2023-05
45912,145912,Finance,Small (10-49),Southeast,Travel Miles 2x,Partner Referral,800+,<1 yr,2023-01-09,,0,0,2.23,0.0,-1.0,,Not Acquired,,2023-01
45913,145913,Manufacturing,Small (10-49),West,Rewards Points 3x,Lookalike Audience,750-799,15+ yrs,2024-05-27,,0,0,2.07,0.0,-1.0,,Not Acquired,,2024-05
45914,145914,Healthcare,Small (10-49),West,Travel Miles 2x,Cold List,600-649,15+ yrs,2024-11-18,,0,0,2.34,0.0,-1.0,,Not Acquired,,2024-11
45915,145915,Healthcare,Small (10-49),Northeast,Cash Back 2%,Cold List,700-749,3-7 yrs,2023-12-17,,0,0,1.76,0.0,-1.0,,Not Acquired,,2023-12
45916,145916,Manufacturing,Small (10-49),West,No Annual Fee,Cold List,750-799,15+ yrs,2024-10-18,,0,0,1.59,0.0,-1.0,,Not Acquired,,2024-10
45917,145917,Hospitality,Micro (1-9),Southwest,Travel Miles 2x,Cold List,800+,1-3 yrs,2023-05-24,,0,0,2.32,0.0,-1.0,,Not Acquired,,2023-05
45918,145918,Technology,Micro (1-9),Southwest,No Annual Fee,Partner Referral,700-749,1-3 yrs,2024-08-23,,0,0,1.59,0.0,-1.0,,Not Acquired,,2024-08
45919,145919,Technology,Small (10-49),Midwest,Travel Miles 2x,Lookalike Audience,650-699,15+ yrs,2024-03-22,,0,0,2.17,0.0,-1.0,,Not Acquired,,2024-03
45920,145920,Real Estate,Large (250+),Midwest,Rewards Points 3x,Cold List,700-749,3-7 yrs,2023-11-15,,0,0,2.13,0.0,-1.0,,Not Acquired,,2023-11
45921,145921,Finance,Medium (50-249),West,0% Intro APR,Cold List,700-749,7-15 yrs,2023-12-04,,0,0,2.0,0.0,-1.0,,Not Acquired,,2023-12
45922,145922,Real Estate,Medium (50-249),Northeast,No Annual Fee,Past Inquiry,650-699,1-3 yrs,2023-11-25,2023-12-07,1,1,1.59,21929.56,274.8435,1.59,High Value,12 days,2023-11
45923,145923,Healthcare,Medium (50-249),Northeast,Rewards Points 3x,Cold List,650-699,3-7 yrs,2023-03-14,,0,0,2.1,0.0,-1.0,,Not Acquired,,2023-03
45924,145924,Healthcare,Small (10-49),Southeast,Travel Miles 2x,Partner Referral,750-799,3-7 yrs,2024-05-17,,0,0,2.26,0.0,-1.0,,Not Acquired,,2024-05
45925,145925,Education,Small (10-49),Southwest,Travel Miles 2x,Partner Referral,750-799,15+ yrs,2024-01-08,,0,0,2.26,0.0,-1.0,,Not Acquired,,2024-01
45926,145926,Technology,Micro (1-9),Southwest,Travel Miles 2x,Cold List,700-749,7-15 yrs,2023-03-05,,0,0,2.32,0.0,-1.0,,Not Acquired,,2023-03
45927,145927,Construction,Small (10-49),West,Cash Back 2%,Lookalike Audience,800+,15+ yrs,2023-10-22,,0,0,1.72,0.0,-1.0,,Not Acquired,,2023-10
45928,145928,Healthcare,Micro (1-9),Southwest,No Annual Fee,Lookalike Audience,700-749,3-7 yrs,2024-08-09,,0,0,1.69,0.0,-1.0,,Not Acquired,,2024-08
45929,145929,Technology,Small (10-49),Southwest,Rewards Points 3x,Cold List,800+,7-15 yrs,2024-09-30,,0,0,2.17,0.0,-1.0,,Not Acquired,,2024-09
45930,145930,Real Estate,Micro (1-9),Midwest,Cash Back 2%,Cold List,800+,15+ yrs,2024-07-04,,0,0,1.83,0.0,-1.0,,Not Acquired,,2024-07
45931,145931,Retail,Medium (50-249),West,No Annual Fee,Cold List,700-749,15+ yrs,2024-06-15,,0,0,1.65,0.0,-1.0,,Not Acquired,,2024-06
45932,145932,Retail,Small (10-49),Southwest,Cash Back 2%,Lookalike Audience,750-799,3-7 yrs,2024-05-21,,0,0,1.83,0.0,-1.0,,Not Acquired,,2024-05
45933,145933,Healthcare,Micro (1-9),Northeast,No Annual Fee,Partner Referral,800+,15+ yrs,2024-06-25,2024-07-06,1,0,1.73,0.0,-1.0,,Not Acquired,11 days,2024-06
45934,145934,Construction,Large (250+),West,No Annual Fee,Cold List,750-799,3-7 yrs,2024-08-30,,0,0,1.71,0.0,-1.0,,Not Acquired,,2024-08
45935,145935,Finance,Large (250+),Southwest,No Annual Fee,Cold List,800+,7-15 yrs,2024-07-25,,0,0,1.6,0.0,-1.0,,Not Acquired,,2024-07
45936,145936,Finance,Large (250+),Southwest,Cash Back 2%,Lookalike Audience,600-649,<1 yr,2024-05-28,,0,0,1.86,0.0,-1.0,,Not Acquired,,2024-05
45937,145937,Finance,Large (250+),West,Cash Back 2%,Past Inquiry,650-699,1-3 yrs,2024-05-14,,0,0,1.81,0.0,-1.0,,Not Acquired,,2024-05
45938,145938,Hospitality,Medium (50-249),Midwest,0% Intro APR,Past Inquiry,800+,1-3 yrs,2023-05-28,,0,0,1.96,0.0,-1.0,,Not Acquired,,2023-05
45939,145939,Technology,Micro (1-9),Midwest,Travel Miles 2x,Cold List,700-749,3-7 yrs,2024-04-24,,0,0,2.31,0.0,-1.0,,Not Acquired,,2024-04
45940,145940,Education,Micro (1-9),Northeast,Cash Back 2%,Partner Referral,700-749,3-7 yrs,2024-01-05,,0,0,1.87,0.0,-1.0,,Not Acquired,,2024-01
45941,145941,Retail,Small (10-49),Midwest,0% Intro APR,Cold List,750-799,1-3 yrs,2023-11-03,,0,0,2.0,0.0,-1.0,,Not Acquired,,2023-11
45942,145942,Healthcare,Micro (1-9),Southeast,Cash Back 2%,Cold List,750-799,15+ yrs,2023-10-10,,0,0,1.87,0.0,-1.0,,Not Acquired,,2023-10
45943,145943,Technology,Medium (50-249),Northeast,Travel Miles 2x,Partner Referral,750-799,1-3 yrs,2023-05-26,,0,0,2.21,0.0,-1.0,,Not Acquired,,2023-05
45944,145944,Retail,Micro (1-9),West,No Annual Fee,Lookalike Audience,750-799,3-7 yrs,2023-06-20,,0,0,1.59,0.0,-1.0,,Not Acquired,,2023-06
45945,145945,Hospitality,Large (250+),Midwest,No Annual Fee,Past Inquiry,800+,15+ yrs,2023-01-06,,0,0,1.58,0.0,-1.0,,Not Acquired,,2023-01
45946,145946,Retail,Micro (1-9),Northeast,Travel Miles 2x,Lookalike Audience,750-799,7-15 yrs,2024-03-17,,0,0,2.28,0.0,-1.0,,Not Acquired,,2024-03
45947,145947,Education,Micro (1-9),Southeast,Rewards Points 3x,Cold List,700-749,1-3 yrs,2023-03-20,,0,0,2.06,0.0,-1.0,,Not Acquired,,2023-03
45948,145948,Manufacturing,Medium (50-249),Southwest,Travel Miles 2x,Past Inquiry,750-799,15+ yrs,2024-12-04,,0,0,2.23,0.0,-1.0,,Not Acquired,,2024-12
45949,145949,Hospitality,Large (250+),Midwest,Rewards Points 3x,Past Inquiry,650-699,<1 yr,2024-12-17,,0,0,2.07,0.0,-1.0,,Not Acquired,,2024-12
45950,145950,Logistics,Small (10-49),Midwest,Cash Back 2%,Cold List,800+,3-7 yrs,2024-07-21,,0,0,1.82,0.0,-1.0,,Not Acquired,,2024-07
45951,145951,Manufacturing,Small (10-49),Southeast,Rewards Points 3x,Past Inquiry,600-649,15+ yrs,2024-01-06,,0,0,2.2,0.0,-1.0,,Not Acquired,,2024-01
45952,145952,Manufacturing,Micro (1-9),Southwest,Rewards Points 3x,Cold List,700-749,15+ yrs,2024-12-09,,0,0,2.1,0.0,-1.0,,Not Acquired,,2024-12
45953,145953,Real Estate,Small (10-49),West,0% Intro APR,Lookalike Audience,750-799,7-15 yrs,2023-02-11,,0,0,1.95,0.0,-1.0,,Not Acquired,,2023-02
45954,145954,Education,Small (10-49),Southeast,0% Intro APR,Cold List,650-699,7-15 yrs,2024-02-29,,0,0,1.9,0.0,-1.0,,Not Acquired,,2024-02
45955,145955,Logistics,Large (250+),Southeast,0% Intro APR,Cold List,700-749,1-3 yrs,2024-09-13,,0,0,1.86,0.0,-1.0,,Not Acquired,,2024-09
45956,145956,Retail,Small (10-49),West,Cash Back 2%,Cold List,750-799,3-7 yrs,2023-06-24,,0,0,1.71,0.0,-1.0,,Not Acquired,,2023-06
45957,145957,Finance,Medium (50-249),Midwest,Rewards Points 3x,Past Inquiry,700-749,7-15 yrs,2024-09-01,,0,0,2.11,0.0,-1.0,,Not Acquired,,2024-09
45958,145958,Education,Small (10-49),Southeast,Cash Back 2%,Partner Referral,650-699,1-3 yrs,2024-07-03,,0,0,1.75,0.0,-1.0,,Not Acquired,,2024-07
45959,145959,Construction,Micro (1-9),Southwest,Travel Miles 2x,Lookalike Audience,700-749,7-15 yrs,2024-04-23,,0,0,2.25,0.0,-1.0,,Not Acquired,,2024-04
45960,145960,Retail,Small (10-49),Southwest,0% Intro APR,Cold List,700-749,<1 yr,2024-11-26,,0,0,2.0,0.0,-1.0,,Not Acquired,,2024-11
45961,145961,Education,Small (10-49),Southwest,Travel Miles 2x,Cold List,750-799,1-3 yrs,2023-08-26,,0,0,2.29,0.0,-1.0,,Not Acquired,,2023-08
45962,145962,Manufacturing,Micro (1-9),Southwest,No Annual Fee,Cold List,750-799,15+ yrs,2024-10-22,,0,0,1.73,0.0,-1.0,,Not Acquired,,2024-10
45963,145963,Hospitality,Micro (1-9),West,Travel Miles 2x,Lookalike Audience,650-699,3-7 yrs,2024-06-22,,0,0,2.16,0.0,-1.0,,Not Acquired,,2024-06
45964,145964,Retail,Micro (1-9),Midwest,No Annual Fee,Cold List,800+,3-7 yrs,2024-03-18,,0,0,1.6,0.0,-1.0,,Not Acquired,,2024-03
45965,145965,Hospitality,Small (10-49),Midwest,Cash Back 2%,Lookalike Audience,700-749,1-3 yrs,2024-12-03,,0,0,1.85,0.0,-1.0,,Not Acquired,,2024-12
45966,145966,Hospitality,Large (250+),Northeast,No Annual Fee,Lookalike Audience,650-699,15+ yrs,2023-10-10,,0,0,1.71,0.0,-1.0,,Not Acquired,,2023-10
45967,145967,Healthcare,Small (10-49),West,Travel Miles 2x,Partner Referral,750-799,<1 yr,2023-02-05,,0,0,2.24,0.0,-1.0,,Not Acquired,,2023-02
45968,145968,Retail,Micro (1-9),West,Travel Miles 2x,Cold List,600-649,15+ yrs,2023-03-05,,0,0,2.31,0.0,-1.0,,Not Acquired,,2023-03
45969,145969,Technology,Large (250+),Midwest,Travel Miles 2x,Lookalike Audience,750-799,7-15 yrs,2024-01-25,,0,0,2.24,0.0,-1.0,,Not Acquired,,2024-01
45970,145970,Real Estate,Micro (1-9),Midwest,Rewards Points 3x,Lookalike Audience,650-699,1-3 yrs,2024-05-05,,0,0,2.03,0.0,-1.0,,Not Acquired,,2024-05
45971,145971,Real Estate,Small (10-49),Southeast,Cash Back 2%,Lookalike Audience,700-749,3-7 yrs,2023-05-24,,0,0,1.82,0.0,-1.0,,Not Acquired,,2023-05
45972,145972,Logistics,Micro (1-9),Southeast,Travel Miles 2x,Cold List,600-649,3-7 yrs,2023-11-09,,0,0,2.15,0.0,-1.0,,Not Acquired,,2023-11
45973,145973,Technology,Medium (50-249),Northeast,Rewards Points 3x,Past Inquiry,650-699,7-15 yrs,2024-02-29,,0,0,2.02,0.0,-1.0,,Not Acquired,,2024-02
45974,145974,Healthcare,Micro (1-9),Southwest,Cash Back 2%,Partner Referral,800+,<1 yr,2024-03-18,,0,0,1.75,0.0,-1.0,,Not Acquired,,2024-03
45975,145975,Logistics,Small (10-49),Southwest,Travel Miles 2x,Past Inquiry,600-649,7-15 yrs,2023-07-27,,0,0,2.26,0.0,-1.0,,Not Acquired,,2023-07
45976,145976,Technology,Small (10-49),Southeast,Travel Miles 2x,Cold List,600-649,7-15 yrs,2024-08-21,,0,0,2.16,0.0,-1.0,,Not Acquired,,2024-08
45977,145977,Healthcare,Small (10-49),West,Cash Back 2%,Lookalike Audience,800+,7-15 yrs,2023-02-08,,0,0,1.75,0.0,-1.0,,Not Acquired,,2023-02
45978,145978,Logistics,Small (10-49),Southwest,Cash Back 2%,Lookalike Audience,750-799,15+ yrs,2023-09-09,,0,0,1.78,0.0,-1.0,,Not Acquired,,2023-09
45979,145979,Manufacturing,Small (10-49),Southeast,No Annual Fee,Past Inquiry,650-699,7-15 yrs,2023-06-16,,0,0,1.6,0.0,-1.0,,Not Acquired,,2023-06
45980,145980,Retail,Large (250+),Southwest,Rewards Points 3x,Past Inquiry,600-649,7-15 yrs,2023-03-31,,0,0,2.01,0.0,-1.0,,Not Acquired,,2023-03
45981,145981,Logistics,Small (10-49),Northeast,Rewards Points 3x,Cold List,800+,3-7 yrs,2023-09-21,,0,0,2.05,0.0,-1.0,,Not Acquired,,2023-09
45982,145982,Manufacturing,Small (10-49),West,Cash Back 2%,Cold List,700-749,7-15 yrs,2023-09-11,,0,0,1.77,0.0,-1.0,,Not Acquired,,2023-09
45983,145983,Education,Micro (1-9),West,Travel Miles 2x,Lookalike Audience,600-649,15+ yrs,2023-02-26,,0,0,2.28,0.0,-1.0,,Not Acquired,,2023-02
45984,145984,Education,Micro (1-9),Northeast,Rewards Points 3x,Past Inquiry,650-699,1-3 yrs,2023-07-18,,0,0,2.0,0.0,-1.0,,Not Acquired,,2023-07
45985,145985,Education,Micro (1-9),Midwest,Cash Back 2%,Cold List,600-649,1-3 yrs,2023-04-02,,0,0,1.75,0.0,-1.0,,Not Acquired,,2023-04
45986,145986,Logistics,Large (250+),Northeast,Cash Back 2%,Cold List,650-699,15+ yrs,2024-07-11,,0,0,1.72,0.0,-1.0,,Not Acquired,,2024-07
45987,145987,Hospitality,Micro (1-9),Midwest,0% Intro APR,Lookalike Audience,600-649,3-7 yrs,2024-12-14,,0,0,2.03,0.0,-1.0,,Not Acquired,,2024-12
45988,145988,Logistics,Medium (50-249),Southwest,Rewards Points 3x,Lookalike Audience,700-749,15+ yrs,2023-07-14,,0,0,2.14,0.0,-1.0,,Not Acquired,,2023-07
45989,145989,Manufacturing,Small (10-49),Southwest,0% Intro APR,Partner Referral,750-799,3-7 yrs,2024-08-03,,0,0,1.93,0.0,-1.0,,Not Acquired,,2024-08
45990,145990,Manufacturing,Medium (50-249),Southwest,Travel Miles 2x,Partner Referral,650-699,<1 yr,2023-09-02,,0,0,2.28,0.0,-1.0,,Not Acquired,,2023-09
45991,145991,Retail,Medium (50-249),Southeast,0% Intro APR,Past Inquiry,700-749,3-7 yrs,2023-09-05,,0,0,1.96,0.0,-1.0,,Not Acquired,,2023-09
45992,145992,Hospitality,Medium (50-249),Midwest,Cash Back 2%,Partner Referral,750-799,7-15 yrs,2023-01-21,,0,0,1.78,0.0,-1.0,,Not Acquired,,2023-01
45993,145993,Healthcare,Small (10-49),Midwest,No Annual Fee,Partner Referral,650-699,<1 yr,2023-03-22,,0,0,1.63,0.0,-1.0,,Not Acquired,,2023-03
45994,145994,Healthcare,Small (10-49),Southeast,Travel Miles 2x,Partner Referral,800+,15+ yrs,2023-04-22,,0,0,2.16,0.0,-1.0,,Not Acquired,,2023-04
45995,145995,Technology,Large (250+),Southwest,0% Intro APR,Past Inquiry,800+,1-3 yrs,2023-04-25,,0,0,2.04,0.0,-1.0,,Not Acquired,,2023-04
45996,145996,Hospitality,Micro (1-9),Southwest,Rewards Points 3x,Partner Referral,650-699,7-15 yrs,2024-06-04,,0,0,2.06,0.0,-1.0,,Not Acquired,,2024-06
45997,145997,Logistics,Micro (1-9),Northeast,Rewards Points 3x,Cold List,650-699,3-7 yrs,2023-09-27,,0,0,2.07,0.0,-1.0,,Not Acquired,,2023-09
45998,145998,Logistics,Micro (1-9),Northeast,Travel Miles 2x,Cold List,650-699,15+ yrs,2024-11-15,,0,0,2.15,0.0,-1.0,,Not Acquired,,2024-11
45999,145999,Education,Micro (1-9),West,0% Intro APR,Past Inquiry,750-799,15+ yrs,2023-01-22,,0,0,1.89,0.0,-1.0,,Not Acquired,,2023-01
46000,146000,Hospitality,Medium (50-249),Northeast,No Annual Fee,Lookalike Audience,700-749,7-15 yrs,2024-02-15,,0,0,1.65,0.0,-1.0,,Not Acquired,,2024-02
46001,146001,Manufacturing,Small (10-49),Northeast,0% Intro APR,Past Inquiry,700-749,15+ yrs,2023-12-29,,0,0,1.99,0.0,-1.0,,Not Acquired,,2023-12
46002,146002,Healthcare,Micro (1-9),Southeast,Cash Back 2%,Lookalike Audience,650-699,3-7 yrs,2023-09-15,,0,0,1.86,0.0,-1.0,,Not Acquired,,2023-09
46003,146003,Technology,Small (10-49),Midwest,Rewards Points 3x,Past Inquiry,650-699,7-15 yrs,2024-05-28,,0,0,2.03,0.0,-1.0,,Not Acquired,,2024-05
46004,146004,Manufacturing,Medium (50-249),Southeast,No Annual Fee,Lookalike Audience,700-749,15+ yrs,2024-06-28,,0,0,1.68,0.0,-1.0,,Not Acquired,,2024-06
46005,146005,Education,Small (10-49),Southeast,No Annual Fee,Lookalike Audience,800+,7-15 yrs,2023-11-28,,0,0,1.72,0.0,-1.0,,Not Acquired,,2023-11
46006,146006,Real Estate,Small (10-49),Southeast,Cash Back 2%,Past Inquiry,700-749,1-3 yrs,2023-12-18,,0,0,1.8,0.0,-1.0,,Not Acquired,,2023-12
46007,146007,Real Estate,Small (10-49),Southeast,Travel Miles 2x,Lookalike Audience,800+,15+ yrs,2024-06-19,,0,0,2.2,0.0,-1.0,,Not Acquired,,2024-06
46008,146008,Technology,Small (10-49),Midwest,No Annual Fee,Lookalike Audience,800+,15+ yrs,2024-05-25,,0,0,1.64,0.0,-1.0,,Not Acquired,,2024-05
46009,146009,Technology,Medium (50-249),Southwest,No Annual Fee,Cold List,700-749,7-15 yrs,2023-11-24,,0,0,1.73,0.0,-1.0,,Not Acquired,,2023-11
46010,146010,Retail,Micro (1-9),Northeast,Rewards Points 3x,Cold List,700-749,1-3 yrs,2024-01-16,,0,0,2.04,0.0,-1.0,,Not Acquired,,2024-01
46011,146011,Technology,Medium (50-249),Southeast,No Annual Fee,Lookalike Audience,700-749,15+ yrs,2023-05-17,,0,0,1.72,0.0,-1.0,,Not Acquired,,2023-05
46012,146012,Logistics,Large (250+),Midwest,0% Intro APR,Lookalike Audience,750-799,3-7 yrs,2024-12-14,,0,0,2.04,0.0,-1.0,,Not Acquired,,2024-12
46013,146013,Hospitality,Micro (1-9),Southwest,Travel Miles 2x,Partner Referral,700-749,7-15 yrs,2023-10-24,,0,0,2.23,0.0,-1.0,,Not Acquired,,2023-10
46014,146014,Technology,Small (10-49),Southeast,No Annual Fee,Cold List,700-749,3-7 yrs,2023-12-31,,0,0,1.68,0.0,-1.0,,Not Acquired,,2023-12
46015,146015,Technology,Micro (1-9),Northeast,Rewards Points 3x,Cold List,700-749,7-15 yrs,2023-06-07,,0,0,2.07,0.0,-1.0,,Not Acquired,,2023-06
46016,146016,Retail,Large (250+),Southeast,0% Intro APR,Lookalike Audience,650-699,1-3 yrs,2024-08-06,,0,0,2.03,0.0,-1.0,,Not Acquired,,2024-08
46017,146017,Finance,Small (10-49),Midwest,Cash Back 2%,Cold List,800+,15+ yrs,2024-02-07,,0,0,1.83,0.0,-1.0,,Not Acquired,,2024-02
46018,146018,Logistics,Medium (50-249),Southeast,Cash Back 2%,Partner Referral,650-699,1-3 yrs,2023-04-17,,0,0,1.73,0.0,-1.0,,Not Acquired,,2023-04
46019,146019,Logistics,Large (250+),Northeast,Cash Back 2%,Past Inquiry,700-749,15+ yrs,2023-12-18,,0,0,1.88,0.0,-1.0,,Not Acquired,,2023-12
46020,146020,Retail,Micro (1-9),Northeast,0% Intro APR,Cold List,650-699,15+ yrs,2023-03-18,2023-04-02,1,0,1.97,0.0,-1.0,,Not Acquired,15 days,2023-03
46021,146021,Retail,Large (250+),Northeast,Cash Back 2%,Past Inquiry,700-749,1-3 yrs,2023-07-17,,0,0,1.83,0.0,-1.0,,Not Acquired,,2023-07
46022,146022,Real Estate,Micro (1-9),Midwest,Travel Miles 2x,Past Inquiry,600-649,<1 yr,2024-02-26,,0,0,2.32,0.0,-1.0,,Not Acquired,,2024-02
46023,146023,Technology,Large (250+),Northeast,No Annual Fee,Cold List,750-799,1-3 yrs,2024-09-15,,0,0,1.58,0.0,-1.0,,Not Acquired,,2024-09
46024,146024,Education,Small (10-49),Southeast,0% Intro APR,Past Inquiry,650-699,15+ yrs,2024-04-13,,0,0,2.01,0.0,-1.0,,Not Acquired,,2024-04
46025,146025,Finance,Small (10-49),Midwest,Rewards Points 3x,Lookalike Audience,700-749,7-15 yrs,2023-09-17,,0,0,2.15,0.0,-1.0,,Not Acquired,,2023-09
46026,146026,Finance,Large (250+),Southwest,Rewards Points 3x,Lookalike Audience,800+,7-15 yrs,2023-12-21,,0,0,2.19,0.0,-1.0,,Not Acquired,,2023-12
46027,146027,Logistics,Small (10-49),Southwest,Travel Miles 2x,Cold List,750-799,7-15 yrs,2024-04-10,2024-05-09,1,0,2.29,0.0,-1.0,,Not Acquired,29 days,2024-04
46028,146028,Hospitality,Large (250+),Midwest,Travel Miles 2x,Partner Referral,750-799,3-7 yrs,2024-06-19,,0,0,2.22,0.0,-1.0,,Not Acquired,,2024-06
46029,146029,Hospitality,Small (10-49),Southeast,Rewards Points 3x,Partner Referral,800+,15+ yrs,2023-08-05,,0,0,2.18,0.0,-1.0,,Not Acquired,,2023-08
46030,146030,Logistics,Micro (1-9),West,Travel Miles 2x,Past Inquiry,600-649,7-15 yrs,2023-11-21,,0,0,2.16,0.0,-1.0,,Not Acquired,,2023-11
46031,146031,Healthcare,Small (10-49),Southeast,Cash Back 2%,Lookalike Audience,750-799,3-7 yrs,2023-03-16,,0,0,1.88,0.0,-1.0,,Not Acquired,,2023-03
46032,146032,Construction,Micro (1-9),Southwest,Cash Back 2%,Lookalike Audience,700-749,1-3 yrs,2024-04-08,,0,0,1.72,0.0,-1.0,,Not Acquired,,2024-04
46033,146033,Healthcare,Medium (50-249),Midwest,Cash Back 2%,Cold List,700-749,15+ yrs,2024-08-08,,0,0,1.88,0.0,-1.0,,Not Acquired,,2024-08
46034,146034,Healthcare,Micro (1-9),West,Travel Miles 2x,Lookalike Audience,700-749,1-3 yrs,2024-07-13,,0,0,2.27,0.0,-1.0,,Not Acquired,,2024-07
46035,146035,Real Estate,Small (10-49),Northeast,Rewards Points 3x,Lookalike Audience,800+,3-7 yrs,2023-07-24,,0,0,2.0,0.0,-1.0,,Not Acquired,,2023-07
46036,146036,Healthcare,Large (250+),Midwest,Travel Miles 2x,Cold List,700-749,1-3 yrs,2024-10-27,,0,0,2.18,0.0,-1.0,,Not Acquired,,2024-10
46037,146037,Logistics,Micro (1-9),Southeast,Rewards Points 3x,Cold List,700-749,15+ yrs,2024-05-28,,0,0,2.09,0.0,-1.0,,Not Acquired,,2024-05
46038,146038,Manufacturing,Micro (1-9),West,No Annual Fee,Cold List,750-799,<1 yr,2024-04-12,,0,0,1.69,0.0,-1.0,,Not Acquired,,2024-04
46039,146039,Manufacturing,Medium (50-249),West,Cash Back 2%,Lookalike Audience,650-699,7-15 yrs,2024-12-30,,0,0,1.77,0.0,-1.0,,Not Acquired,,2024-12
46040,146040,Construction,Micro (1-9),Northeast,No Annual Fee,Lookalike Audience,750-799,<1 yr,2023-04-02,,0,0,1.59,0.0,-1.0,,Not Acquired,,2023-04
46041,146041,Technology,Micro (1-9),Northeast,0% Intro APR,Cold List,700-749,<1 yr,2024-11-03,,0,0,1.99,0.0,-1.0,,Not Acquired,,2024-11
46042,146042,Manufacturing,Medium (50-249),West,0% Intro APR,Lookalike Audience,700-749,15+ yrs,2023-09-05,,0,0,1.96,0.0,-1.0,,Not Acquired,,2023-09
46043,146043,Hospitality,Small (10-49),Southeast,Rewards Points 3x,Partner Referral,650-699,3-7 yrs,2023-12-03,,0,0,2.13,0.0,-1.0,,Not Acquired,,2023-12
46044,146044,Finance,Small (10-49),Midwest,0% Intro APR,Lookalike Audience,600-649,3-7 yrs,2023-12-24,,0,0,1.92,0.0,-1.0,,Not Acquired,,2023-12
46045,146045,Hospitality,Micro (1-9),Midwest,0% Intro APR,Cold List,700-749,15+ yrs,2024-02-11,,0,0,1.92,0.0,-1.0,,Not Acquired,,2024-02
46046,146046,Manufacturing,Small (10-49),Southeast,0% Intro APR,Cold List,750-799,15+ yrs,2024-03-10,,0,0,2.0,0.0,-1.0,,Not Acquired,,2024-03
46047,146047,Hospitality,Large (250+),West,Travel Miles 2x,Past Inquiry,600-649,1-3 yrs,2024-09-24,,0,0,2.17,0.0,-1.0,,Not Acquired,,2024-09
