prospect_id,industry,business_size,region,offer_type,acquisition_channel,credit_score_band,years_in_business,mailer_sent_date,response_date,response_flag,acquisition_flag,mailing_cost_usd,estimated_monthly_charge_volume_usd,roi,cost_per_acquisition,prospect_value_tier
143897,Healthcare,Medium (50-249),Southwest,Rewards Points 3x,Lookalike Audience,700-749,7-15 yrs,2023-03-20,2023-04-03,1,0,2.2,0.0,-1.0,,Not Acquired
143898,Healthcare,Small (10-49),Southeast,0% Intro APR,Cold List,750-799,1-3 yrs,2024-07-22,,0,0,1.98,0.0,-1.0,,Not Acquired
143899,Real Estate,Large (250+),Southwest,No Annual Fee,Lookalike Audience,750-799,3-7 yrs,2024-05-04,,0,0,1.66,0.0,-1.0,,Not Acquired
143900,Education,Medium (50-249),Southeast,0% Intro APR,Lookalike Audience,700-749,3-7 yrs,2024-07-24,,0,0,1.86,0.0,-1.0,,Not Acquired
143901,Logistics,Small (10-49),West,0% Intro APR,Partner Referral,800+,15+ yrs,2023-08-10,,0,0,1.88,0.0,-1.0,,Not Acquired
143902,Healthcare,Small (10-49),Northeast,Cash Back 2%,Cold List,700-749,1-3 yrs,2023-02-10,,0,0,1.88,0.0,-1.0,,Not Acquired
143903,Retail,Medium (50-249),West,Travel Miles 2x,Past Inquiry,650-699,3-7 yrs,2023-11-25,,0,0,2.21,0.0,-1.0,,Not Acquired
143904,Education,Medium (50-249),Midwest,Rewards Points 3x,Past Inquiry,650-699,7-15 yrs,2024-10-18,,0,0,2.06,0.0,-1.0,,Not Acquired
143905,Manufacturing,Small (10-49),Southeast,Cash Back 2%,Cold List,750-799,<1 yr,2024-02-07,,0,0,1.75,0.0,-1.0,,Not Acquired
143906,Construction,Medium (50-249),Southeast,No Annual Fee,Partner Referral,700-749,1-3 yrs,2024-06-27,,0,0,1.66,0.0,-1.0,,Not Acquired
143907,Logistics,Micro (1-9),Southeast,Cash Back 2%,Past Inquiry,650-699,1-3 yrs,2023-05-16,,0,0,1.81,0.0,-1.0,,Not Acquired
143908,Finance,Micro (1-9),West,0% Intro APR,Cold List,650-699,<1 yr,2024-06-11,,0,0,2.02,0.0,-1.0,,Not Acquired
143909,Logistics,Small (10-49),Northeast,0% Intro APR,Past Inquiry,700-749,3-7 yrs,2024-05-03,2024-05-21,1,0,2.04,0.0,-1.0,,Not Acquired
143910,Education,Micro (1-9),Southwest,Rewards Points 3x,Past Inquiry,650-699,1-3 yrs,2023-08-26,,0,0,2.13,0.0,-1.0,,Not Acquired
143911,Healthcare,Micro (1-9),Midwest,0% Intro APR,Cold List,800+,15+ yrs,2023-08-30,,0,0,1.88,0.0,-1.0,,Not Acquired
143912,Finance,Micro (1-9),West,Travel Miles 2x,Cold List,700-749,15+ yrs,2023-12-04,,0,0,2.3,0.0,-1.0,,Not Acquired
143913,Manufacturing,Small (10-49),Southeast,Travel Miles 2x,Cold List,650-699,3-7 yrs,2023-12-06,,0,0,2.29,0.0,-1.0,,Not Acquired
143914,Manufacturing,Small (10-49),Northeast,Rewards Points 3x,Past Inquiry,750-799,1-3 yrs,2023-07-02,,0,0,2.05,0.0,-1.0,,Not Acquired
143915,Construction,Micro (1-9),West,No Annual Fee,Cold List,800+,3-7 yrs,2024-03-09,,0,0,1.6,0.0,-1.0,,Not Acquired
143916,Education,Micro (1-9),West,Rewards Points 3x,Cold List,700-749,7-15 yrs,2024-12-07,,0,0,2.07,0.0,-1.0,,Not Acquired
143917,Construction,Small (10-49),Midwest,Travel Miles 2x,Cold List,700-749,<1 yr,2023-06-25,,0,0,2.17,0.0,-1.0,,Not Acquired
143918,Hospitality,Small (10-49),Midwest,Rewards Points 3x,Lookalike Audience,700-749,3-7 yrs,2023-02-24,,0,0,2.04,0.0,-1.0,,Not Acquired
143919,Education,Large (250+),Northeast,0% Intro APR,Cold List,800+,3-7 yrs,2023-05-20,,0,0,1.86,0.0,-1.0,,Not Acquired
143920,Construction,Micro (1-9),Northeast,Rewards Points 3x,Past Inquiry,700-749,1-3 yrs,2024-09-04,,0,0,2.09,0.0,-1.0,,Not Acquired
143921,Technology,Micro (1-9),Southwest,Cash Back 2%,Cold List,750-799,7-15 yrs,2024-11-22,,0,0,1.79,0.0,-1.0,,Not Acquired
143922,Retail,Micro (1-9),Southeast,Cash Back 2%,Lookalike Audience,650-699,3-7 yrs,2023-10-11,,0,0,1.86,0.0,-1.0,,Not Acquired
143923,Manufacturing,Small (10-49),Northeast,Cash Back 2%,Cold List,600-649,1-3 yrs,2024-07-16,,0,0,1.81,0.0,-1.0,,Not Acquired
143924,Technology,Micro (1-9),Midwest,Cash Back 2%,Lookalike Audience,700-749,3-7 yrs,2024-05-17,,0,0,1.71,0.0,-1.0,,Not Acquired
143925,Education,Large (250+),Southeast,Cash Back 2%,Past Inquiry,800+,15+ yrs,2023-09-17,,0,0,1.79,0.0,-1.0,,Not Acquired
143926,Manufacturing,Micro (1-9),Northeast,No Annual Fee,Lookalike Audience,650-699,1-3 yrs,2024-05-06,,0,0,1.7,0.0,-1.0,,Not Acquired
143927,Manufacturing,Small (10-49),Southeast,Cash Back 2%,Cold List,650-699,1-3 yrs,2024-05-31,,0,0,1.87,0.0,-1.0,,Not Acquired
143928,Real Estate,Medium (50-249),Midwest,Travel Miles 2x,Cold List,800+,1-3 yrs,2023-05-07,,0,0,2.16,0.0,-1.0,,Not Acquired
143929,Hospitality,Micro (1-9),West,0% Intro APR,Cold List,800+,3-7 yrs,2023-04-27,,0,0,2.05,0.0,-1.0,,Not Acquired
143930,Retail,Micro (1-9),West,Travel Miles 2x,Lookalike Audience,750-799,<1 yr,2023-07-10,,0,0,2.26,0.0,-1.0,,Not Acquired
143931,Healthcare,Small (10-49),Northeast,Cash Back 2%,Cold List,800+,7-15 yrs,2024-07-25,,0,0,1.78,0.0,-1.0,,Not Acquired
143932,Hospitality,Small (10-49),Midwest,Travel Miles 2x,Cold List,800+,15+ yrs,2023-06-11,,0,0,2.31,0.0,-1.0,,Not Acquired
143933,Retail,Micro (1-9),Southwest,Travel Miles 2x,Partner Referral,600-649,15+ yrs,2024-02-17,,0,0,2.29,0.0,-1.0,,Not Acquired
143934,Logistics,Medium (50-249),Midwest,Cash Back 2%,Past Inquiry,750-799,3-7 yrs,2024-08-28,,0,0,1.84,0.0,-1.0,,Not Acquired
143935,Retail,Medium (50-249),Midwest,Cash Back 2%,Lookalike Audience,650-699,<1 yr,2024-11-11,,0,0,1.84,0.0,-1.0,,Not Acquired
143936,Hospitality,Small (10-49),Southwest,0% Intro APR,Partner Referral,750-799,<1 yr,2024-08-26,,0,0,1.94,0.0,-1.0,,Not Acquired
143937,Education,Medium (50-249),Midwest,Rewards Points 3x,Cold List,650-699,7-15 yrs,2023-07-21,,0,0,2.2,0.0,-1.0,,Not Acquired
143938,Education,Large (250+),Southeast,Cash Back 2%,Cold List,650-699,1-3 yrs,2023-10-25,,0,0,1.86,0.0,-1.0,,Not Acquired
143939,Education,Small (10-49),Southeast,0% Intro APR,Cold List,700-749,1-3 yrs,2024-01-13,,0,0,1.92,0.0,-1.0,,Not Acquired
143940,Finance,Micro (1-9),Southeast,Travel Miles 2x,Partner Referral,800+,7-15 yrs,2023-05-06,,0,0,2.28,0.0,-1.0,,Not Acquired
143941,Construction,Micro (1-9),Southwest,0% Intro APR,Past Inquiry,750-799,3-7 yrs,2024-04-07,,0,0,1.92,0.0,-1.0,,Not Acquired
143942,Retail,Micro (1-9),Southeast,Cash Back 2%,Past Inquiry,750-799,15+ yrs,2023-08-25,,0,0,1.82,0.0,-1.0,,Not Acquired
143943,Real Estate,Micro (1-9),Midwest,Rewards Points 3x,Lookalike Audience,650-699,15+ yrs,2024-08-07,,0,0,2.15,0.0,-1.0,,Not Acquired
143944,Technology,Micro (1-9),Southeast,Rewards Points 3x,Lookalike Audience,750-799,7-15 yrs,2023-06-19,,0,0,2.18,0.0,-1.0,,Not Acquired
143945,Construction,Medium (50-249),Northeast,Rewards Points 3x,Past Inquiry,600-649,3-7 yrs,2023-05-11,,0,0,2.03,0.0,-1.0,,Not Acquired
143946,Retail,Micro (1-9),Northeast,Cash Back 2%,Lookalike Audience,600-649,15+ yrs,2023-05-21,,0,0,1.76,0.0,-1.0,,Not Acquired
143947,Logistics,Small (10-49),Southeast,No Annual Fee,Partner Referral,750-799,7-15 yrs,2024-08-15,,0,0,1.68,0.0,-1.0,,Not Acquired
143948,Logistics,Micro (1-9),Southeast,Cash Back 2%,Lookalike Audience,700-749,1-3 yrs,2023-08-15,,0,0,1.8,0.0,-1.0,,Not Acquired
143949,Technology,Small (10-49),West,Cash Back 2%,Partner Referral,700-749,7-15 yrs,2023-03-26,,0,0,1.83,0.0,-1.0,,Not Acquired
143950,Logistics,Large (250+),Midwest,Travel Miles 2x,Cold List,700-749,7-15 yrs,2024-03-27,,0,0,2.22,0.0,-1.0,,Not Acquired
143951,Retail,Medium (50-249),West,Travel Miles 2x,Cold List,700-749,15+ yrs,2024-10-22,,0,0,2.16,0.0,-1.0,,Not Acquired
143952,Hospitality,Small (10-49),Southeast,Cash Back 2%,Cold List,750-799,15+ yrs,2024-04-16,,0,0,1.83,0.0,-1.0,,Not Acquired
143953,Hospitality,Micro (1-9),Southwest,Cash Back 2%,Cold List,700-749,7-15 yrs,2024-06-06,,0,0,1.77,0.0,-1.0,,Not Acquired
143954,Finance,Medium (50-249),Midwest,Rewards Points 3x,Lookalike Audience,800+,3-7 yrs,2024-03-17,,0,0,2.2,0.0,-1.0,,Not Acquired
143955,Finance,Small (10-49),West,Travel Miles 2x,Cold List,650-699,15+ yrs,2023-12-10,,0,0,2.28,0.0,-1.0,,Not Acquired
143956,Real Estate,Large (250+),Northeast,No Annual Fee,Cold List,650-699,15+ yrs,2023-01-09,,0,0,1.64,0.0,-1.0,,Not Acquired
143957,Construction,Micro (1-9),West,0% Intro APR,Partner Referral,650-699,7-15 yrs,2023-09-08,,0,0,1.87,0.0,-1.0,,Not Acquired
143958,Real Estate,Large (250+),West,Rewards Points 3x,Lookalike Audience,700-749,1-3 yrs,2024-08-04,2024-08-31,1,0,2.08,0.0,-1.0,,Not Acquired
143959,Real Estate,Micro (1-9),Northeast,Cash Back 2%,Cold List,750-799,15+ yrs,2023-10-11,,0,0,1.82,0.0,-1.0,,Not Acquired
143960,Technology,Small (10-49),Southeast,0% Intro APR,Cold List,650-699,1-3 yrs,2024-12-03,,0,0,2.0,0.0,-1.0,,Not Acquired
143961,Healthcare,Small (10-49),Southwest,Rewards Points 3x,Lookalike Audience,800+,7-15 yrs,2024-03-25,,0,0,2.07,0.0,-1.0,,Not Acquired
143962,Healthcare,Micro (1-9),Northeast,Cash Back 2%,Lookalike Audience,700-749,7-15 yrs,2024-01-18,,0,0,1.86,0.0,-1.0,,Not Acquired
143963,Manufacturing,Medium (50-249),Southwest,0% Intro APR,Cold List,700-749,7-15 yrs,2024-10-21,,0,0,1.94,0.0,-1.0,,Not Acquired
143964,Construction,Large (250+),Midwest,Cash Back 2%,Cold List,800+,7-15 yrs,2024-10-25,,0,0,1.76,0.0,-1.0,,Not Acquired
143965,Healthcare,Small (10-49),Southeast,0% Intro APR,Lookalike Audience,750-799,15+ yrs,2023-02-26,,0,0,2.02,0.0,-1.0,,Not Acquired
143966,Healthcare,Micro (1-9),Southwest,Rewards Points 3x,Cold List,800+,3-7 yrs,2023-11-20,,0,0,2.18,0.0,-1.0,,Not Acquired
143967,Real Estate,Small (10-49),Midwest,Travel Miles 2x,Past Inquiry,650-699,7-15 yrs,2023-11-30,,0,0,2.25,0.0,-1.0,,Not Acquired
143968,Technology,Micro (1-9),West,Travel Miles 2x,Partner Referral,750-799,15+ yrs,2024-05-08,,0,0,2.31,0.0,-1.0,,Not Acquired
143969,Logistics,Medium (50-249),Southwest,0% Intro APR,Partner Referral,700-749,3-7 yrs,2024-12-10,,0,0,1.95,0.0,-1.0,,Not Acquired
143970,Healthcare,Micro (1-9),Southeast,Rewards Points 3x,Past Inquiry,750-799,3-7 yrs,2024-11-07,,0,0,2.07,0.0,-1.0,,Not Acquired
143971,Healthcare,Small (10-49),Midwest,No Annual Fee,Partner Referral,600-649,3-7 yrs,2024-05-21,,0,0,1.64,0.0,-1.0,,Not Acquired
143972,Real Estate,Medium (50-249),West,Cash Back 2%,Lookalike Audience,750-799,7-15 yrs,2024-05-09,,0,0,1.82,0.0,-1.0,,Not Acquired
143973,Finance,Small (10-49),Southeast,Travel Miles 2x,Cold List,700-749,7-15 yrs,2024-07-30,,0,0,2.21,0.0,-1.0,,Not Acquired
143974,Hospitality,Small (10-49),Midwest,Cash Back 2%,Past Inquiry,750-799,7-15 yrs,2023-03-22,,0,0,1.74,0.0,-1.0,,Not Acquired
143975,Education,Micro (1-9),West,No Annual Fee,Cold List,750-799,1-3 yrs,2024-04-14,,0,0,1.61,0.0,-1.0,,Not Acquired
143976,Retail,Medium (50-249),Midwest,No Annual Fee,Cold List,650-699,7-15 yrs,2023-11-04,,0,0,1.7,0.0,-1.0,,Not Acquired
143977,Construction,Medium (50-249),Midwest,No Annual Fee,Cold List,650-699,3-7 yrs,2023-07-28,,0,0,1.66,0.0,-1.0,,Not Acquired
143978,Construction,Small (10-49),Southeast,No Annual Fee,Partner Referral,700-749,3-7 yrs,2023-03-17,,0,0,1.68,0.0,-1.0,,Not Acquired
143979,Real Estate,Micro (1-9),West,Cash Back 2%,Partner Referral,700-749,1-3 yrs,2023-05-09,,0,0,1.76,0.0,-1.0,,Not Acquired
143980,Retail,Micro (1-9),West,No Annual Fee,Cold List,750-799,7-15 yrs,2024-11-16,,0,0,1.57,0.0,-1.0,,Not Acquired
143981,Finance,Micro (1-9),West,Travel Miles 2x,Cold List,750-799,3-7 yrs,2023-11-05,,0,0,2.21,0.0,-1.0,,Not Acquired
143982,Healthcare,Medium (50-249),West,Travel Miles 2x,Cold List,800+,15+ yrs,2023-08-05,,0,0,2.34,0.0,-1.0,,Not Acquired
143983,Real Estate,Small (10-49),Southeast,Rewards Points 3x,Cold List,600-649,3-7 yrs,2023-11-06,,0,0,2.14,0.0,-1.0,,Not Acquired
143984,Finance,Micro (1-9),Northeast,Rewards Points 3x,Lookalike Audience,800+,7-15 yrs,2024-10-18,,0,0,2.05,0.0,-1.0,,Not Acquired
143985,Hospitality,Medium (50-249),West,No Annual Fee,Lookalike Audience,800+,3-7 yrs,2023-11-23,,0,0,1.65,0.0,-1.0,,Not Acquired
143986,Manufacturing,Micro (1-9),Northeast,No Annual Fee,Cold List,700-749,3-7 yrs,2023-07-31,,0,0,1.72,0.0,-1.0,,Not Acquired
143987,Hospitality,Micro (1-9),Northeast,Travel Miles 2x,Lookalike Audience,750-799,7-15 yrs,2023-12-25,,0,0,2.18,0.0,-1.0,,Not Acquired
143988,Real Estate,Micro (1-9),Northeast,Travel Miles 2x,Lookalike Audience,750-799,3-7 yrs,2023-09-11,,0,0,2.19,0.0,-1.0,,Not Acquired
143989,Hospitality,Small (10-49),Northeast,0% Intro APR,Past Inquiry,750-799,7-15 yrs,2024-05-29,,0,0,1.99,0.0,-1.0,,Not Acquired
143990,Technology,Micro (1-9),West,No Annual Fee,Lookalike Audience,750-799,15+ yrs,2024-12-13,,0,0,1.65,0.0,-1.0,,Not Acquired
143991,Retail,Medium (50-249),Southwest,No Annual Fee,Lookalike Audience,750-799,1-3 yrs,2023-03-20,,0,0,1.61,0.0,-1.0,,Not Acquired
143992,Healthcare,Micro (1-9),Southeast,Travel Miles 2x,Lookalike Audience,700-749,15+ yrs,2023-03-12,,0,0,2.19,0.0,-1.0,,Not Acquired
143993,Manufacturing,Micro (1-9),Midwest,Travel Miles 2x,Lookalike Audience,700-749,15+ yrs,2024-12-07,,0,0,2.24,0.0,-1.0,,Not Acquired
143994,Technology,Large (250+),Northeast,No Annual Fee,Cold List,750-799,3-7 yrs,2023-12-05,,0,0,1.64,0.0,-1.0,,Not Acquired
143995,Logistics,Small (10-49),West,Travel Miles 2x,Lookalike Audience,650-699,1-3 yrs,2024-05-21,,0,0,2.15,0.0,-1.0,,Not Acquired
143996,Hospitality,Small (10-49),Southwest,0% Intro APR,Cold List,750-799,3-7 yrs,2023-12-27,,0,0,2.01,0.0,-1.0,,Not Acquired
143997,Retail,Small (10-49),Northeast,Travel Miles 2x,Past Inquiry,800+,3-7 yrs,2023-02-02,,0,0,2.17,0.0,-1.0,,Not Acquired
143998,Healthcare,Medium (50-249),Midwest,0% Intro APR,Partner Referral,700-749,15+ yrs,2024-08-24,2024-09-04,1,1,2.01,30433.91,301.825,2.01,High Value
143999,Technology,Small (10-49),Southwest,Travel Miles 2x,Cold List,800+,1-3 yrs,2024-04-15,,0,0,2.29,0.0,-1.0,,Not Acquired
144000,Retail,Small (10-49),Southwest,No Annual Fee,Partner Referral,650-699,7-15 yrs,2023-06-11,,0,0,1.62,0.0,-1.0,,Not Acquired
144001,Logistics,Small (10-49),Southwest,Cash Back 2%,Lookalike Audience,700-749,1-3 yrs,2023-02-21,,0,0,1.81,0.0,-1.0,,Not Acquired
144002,Technology,Micro (1-9),West,Cash Back 2%,Past Inquiry,750-799,15+ yrs,2024-09-25,,0,0,1.81,0.0,-1.0,,Not Acquired
144003,Logistics,Small (10-49),Southeast,Cash Back 2%,Past Inquiry,800+,7-15 yrs,2023-10-06,,0,0,1.86,0.0,-1.0,,Not Acquired
144004,Construction,Small (10-49),Southwest,Cash Back 2%,Past Inquiry,700-749,<1 yr,2024-06-11,,0,0,1.87,0.0,-1.0,,Not Acquired
144005,Healthcare,Micro (1-9),Northeast,No Annual Fee,Cold List,650-699,1-3 yrs,2023-02-05,,0,0,1.59,0.0,-1.0,,Not Acquired
144006,Real Estate,Small (10-49),Northeast,Rewards Points 3x,Cold List,650-699,3-7 yrs,2023-07-12,,0,0,2.03,0.0,-1.0,,Not Acquired
144007,Real Estate,Small (10-49),Midwest,No Annual Fee,Lookalike Audience,750-799,15+ yrs,2024-01-25,,0,0,1.69,0.0,-1.0,,Not Acquired
144008,Technology,Micro (1-9),West,0% Intro APR,Cold List,800+,15+ yrs,2024-08-28,,0,0,1.86,0.0,-1.0,,Not Acquired
144009,Education,Medium (50-249),Southwest,0% Intro APR,Partner Referral,700-749,3-7 yrs,2024-12-19,,0,0,2.01,0.0,-1.0,,Not Acquired
144010,Retail,Small (10-49),Southeast,No Annual Fee,Cold List,700-749,15+ yrs,2024-01-18,,0,0,1.71,0.0,-1.0,,Not Acquired
144011,Technology,Micro (1-9),Northeast,Travel Miles 2x,Cold List,650-699,7-15 yrs,2024-04-06,,0,0,2.23,0.0,-1.0,,Not Acquired
144012,Manufacturing,Medium (50-249),Southwest,No Annual Fee,Cold List,600-649,15+ yrs,2024-10-21,,0,0,1.63,0.0,-1.0,,Not Acquired
144013,Real Estate,Small (10-49),Northeast,No Annual Fee,Past Inquiry,650-699,1-3 yrs,2023-12-27,,0,0,1.57,0.0,-1.0,,Not Acquired
144014,Manufacturing,Small (10-49),Southeast,0% Intro APR,Cold List,700-749,<1 yr,2024-03-03,,0,0,1.9,0.0,-1.0,,Not Acquired
144015,Construction,Micro (1-9),Southeast,No Annual Fee,Past Inquiry,800+,3-7 yrs,2023-07-10,,0,0,1.73,0.0,-1.0,,Not Acquired
144016,Manufacturing,Micro (1-9),West,No Annual Fee,Lookalike Audience,800+,1-3 yrs,2024-09-18,,0,0,1.63,0.0,-1.0,,Not Acquired
144017,Hospitality,Large (250+),Midwest,Rewards Points 3x,Lookalike Audience,800+,<1 yr,2023-09-20,,0,0,2.17,0.0,-1.0,,Not Acquired
144018,Retail,Medium (50-249),West,0% Intro APR,Lookalike Audience,700-749,1-3 yrs,2023-07-21,,0,0,2.02,0.0,-1.0,,Not Acquired
144019,Logistics,Micro (1-9),Northeast,Rewards Points 3x,Lookalike Audience,700-749,15+ yrs,2023-07-24,,0,0,2.2,0.0,-1.0,,Not Acquired
144020,Manufacturing,Micro (1-9),Northeast,Cash Back 2%,Lookalike Audience,700-749,3-7 yrs,2024-08-13,,0,0,1.71,0.0,-1.0,,Not Acquired
144021,Construction,Small (10-49),Southwest,0% Intro APR,Past Inquiry,700-749,7-15 yrs,2023-04-13,,0,0,2.02,0.0,-1.0,,Not Acquired
144022,Real Estate,Medium (50-249),Northeast,Cash Back 2%,Cold List,800+,7-15 yrs,2024-02-21,,0,0,1.79,0.0,-1.0,,Not Acquired
144023,Construction,Small (10-49),Northeast,0% Intro APR,Partner Referral,700-749,1-3 yrs,2024-07-02,,0,0,1.97,0.0,-1.0,,Not Acquired
144024,Education,Medium (50-249),West,Travel Miles 2x,Lookalike Audience,700-749,7-15 yrs,2024-01-22,,0,0,2.21,0.0,-1.0,,Not Acquired
144025,Hospitality,Medium (50-249),Southeast,Travel Miles 2x,Partner Referral,600-649,1-3 yrs,2024-04-16,2024-04-23,1,0,2.16,0.0,-1.0,,Not Acquired
144026,Logistics,Medium (50-249),West,Cash Back 2%,Lookalike Audience,750-799,1-3 yrs,2024-06-17,,0,0,1.8,0.0,-1.0,,Not Acquired
144027,Logistics,Micro (1-9),West,0% Intro APR,Past Inquiry,650-699,3-7 yrs,2024-07-03,,0,0,1.87,0.0,-1.0,,Not Acquired
144028,Logistics,Small (10-49),Midwest,No Annual Fee,Past Inquiry,700-749,7-15 yrs,2023-11-19,,0,0,1.7,0.0,-1.0,,Not Acquired
144029,Construction,Micro (1-9),Northeast,Rewards Points 3x,Past Inquiry,750-799,3-7 yrs,2023-11-29,,0,0,2.01,0.0,-1.0,,Not Acquired
144030,Education,Large (250+),Southeast,Travel Miles 2x,Partner Referral,700-749,3-7 yrs,2023-01-17,,0,0,2.15,0.0,-1.0,,Not Acquired
144031,Hospitality,Micro (1-9),Northeast,Cash Back 2%,Cold List,750-799,3-7 yrs,2024-02-14,,0,0,1.85,0.0,-1.0,,Not Acquired
144032,Technology,Small (10-49),Northeast,Rewards Points 3x,Lookalike Audience,800+,3-7 yrs,2024-08-09,,0,0,2.05,0.0,-1.0,,Not Acquired
144033,Hospitality,Micro (1-9),Northeast,0% Intro APR,Cold List,650-699,3-7 yrs,2023-10-06,,0,0,1.92,0.0,-1.0,,Not Acquired
144034,Education,Medium (50-249),West,0% Intro APR,Past Inquiry,700-749,7-15 yrs,2023-08-22,,0,0,1.92,0.0,-1.0,,Not Acquired
144035,Real Estate,Small (10-49),Northeast,0% Intro APR,Cold List,750-799,1-3 yrs,2024-08-16,,0,0,1.86,0.0,-1.0,,Not Acquired
144036,Hospitality,Micro (1-9),Southwest,Rewards Points 3x,Cold List,700-749,7-15 yrs,2024-10-20,,0,0,2.2,0.0,-1.0,,Not Acquired
144037,Technology,Medium (50-249),Northeast,Travel Miles 2x,Lookalike Audience,650-699,7-15 yrs,2023-10-07,,0,0,2.32,0.0,-1.0,,Not Acquired
144038,Education,Medium (50-249),Midwest,Travel Miles 2x,Past Inquiry,750-799,1-3 yrs,2023-09-30,,0,0,2.24,0.0,-1.0,,Not Acquired
144039,Retail,Small (10-49),West,Rewards Points 3x,Past Inquiry,750-799,7-15 yrs,2023-04-19,,0,0,2.19,0.0,-1.0,,Not Acquired
144040,Manufacturing,Small (10-49),Southwest,0% Intro APR,Partner Referral,700-749,15+ yrs,2023-03-03,,0,0,1.98,0.0,-1.0,,Not Acquired
144041,Technology,Large (250+),Southwest,0% Intro APR,Past Inquiry,600-649,<1 yr,2023-03-11,,0,0,2.0,0.0,-1.0,,Not Acquired
144042,Real Estate,Small (10-49),Southeast,Rewards Points 3x,Past Inquiry,700-749,<1 yr,2023-01-17,,0,0,2.0,0.0,-1.0,,Not Acquired
144043,Retail,Small (10-49),Northeast,Travel Miles 2x,Lookalike Audience,650-699,1-3 yrs,2023-11-04,,0,0,2.29,0.0,-1.0,,Not Acquired
144044,Retail,Medium (50-249),Northeast,No Annual Fee,Cold List,750-799,15+ yrs,2023-05-30,,0,0,1.63,0.0,-1.0,,Not Acquired
144045,Hospitality,Micro (1-9),West,0% Intro APR,Past Inquiry,650-699,7-15 yrs,2024-05-13,,0,0,2.04,0.0,-1.0,,Not Acquired
144046,Technology,Micro (1-9),Northeast,No Annual Fee,Cold List,800+,1-3 yrs,2024-08-30,,0,0,1.57,0.0,-1.0,,Not Acquired
144047,Healthcare,Small (10-49),Northeast,Rewards Points 3x,Past Inquiry,650-699,1-3 yrs,2024-04-30,,0,0,2.18,0.0,-1.0,,Not Acquired
144048,Manufacturing,Micro (1-9),Southeast,Travel Miles 2x,Partner Referral,650-699,15+ yrs,2023-09-24,,0,0,2.17,0.0,-1.0,,Not Acquired
144049,Education,Micro (1-9),Southwest,No Annual Fee,Lookalike Audience,650-699,15+ yrs,2024-09-29,,0,0,1.68,0.0,-1.0,,Not Acquired
144050,Construction,Medium (50-249),Midwest,Travel Miles 2x,Lookalike Audience,750-799,<1 yr,2023-07-17,,0,0,2.23,0.0,-1.0,,Not Acquired
144051,Retail,Micro (1-9),Southwest,Travel Miles 2x,Cold List,800+,7-15 yrs,2023-12-24,,0,0,2.32,0.0,-1.0,,Not Acquired
144052,Healthcare,Micro (1-9),Southeast,Rewards Points 3x,Past Inquiry,750-799,15+ yrs,2023-10-13,,0,0,2.17,0.0,-1.0,,Not Acquired
144053,Hospitality,Micro (1-9),Southwest,0% Intro APR,Lookalike Audience,750-799,7-15 yrs,2024-08-21,,0,0,1.99,0.0,-1.0,,Not Acquired
144054,Retail,Small (10-49),Southwest,Cash Back 2%,Past Inquiry,700-749,3-7 yrs,2023-06-03,,0,0,1.75,0.0,-1.0,,Not Acquired
144055,Education,Micro (1-9),West,Travel Miles 2x,Past Inquiry,700-749,7-15 yrs,2023-04-28,,0,0,2.14,0.0,-1.0,,Not Acquired
144056,Healthcare,Small (10-49),Southwest,Cash Back 2%,Lookalike Audience,800+,3-7 yrs,2023-01-02,,0,0,1.86,0.0,-1.0,,Not Acquired
144057,Healthcare,Micro (1-9),Southeast,0% Intro APR,Cold List,600-649,1-3 yrs,2023-04-20,,0,0,1.87,0.0,-1.0,,Not Acquired
144058,Retail,Micro (1-9),West,0% Intro APR,Lookalike Audience,700-749,7-15 yrs,2024-06-21,,0,0,1.95,0.0,-1.0,,Not Acquired
144059,Hospitality,Medium (50-249),Midwest,0% Intro APR,Lookalike Audience,650-699,15+ yrs,2023-03-14,,0,0,1.89,0.0,-1.0,,Not Acquired
144060,Real Estate,Micro (1-9),Southeast,Travel Miles 2x,Partner Referral,700-749,7-15 yrs,2024-06-01,2024-06-25,1,1,2.23,2550.1,21.8709,2.23,Low Value
144061,Retail,Large (250+),Midwest,No Annual Fee,Partner Referral,700-749,7-15 yrs,2024-10-17,,0,0,1.73,0.0,-1.0,,Not Acquired
144062,Hospitality,Micro (1-9),Southeast,Travel Miles 2x,Partner Referral,700-749,1-3 yrs,2024-09-21,,0,0,2.28,0.0,-1.0,,Not Acquired
144063,Construction,Small (10-49),Southeast,Cash Back 2%,Lookalike Audience,700-749,<1 yr,2024-03-01,,0,0,1.76,0.0,-1.0,,Not Acquired
144064,Retail,Large (250+),Northeast,Rewards Points 3x,Cold List,750-799,3-7 yrs,2024-09-17,,0,0,2.01,0.0,-1.0,,Not Acquired
144065,Finance,Large (250+),West,No Annual Fee,Cold List,750-799,1-3 yrs,2024-09-29,,0,0,1.66,0.0,-1.0,,Not Acquired
144066,Construction,Large (250+),Southeast,0% Intro APR,Cold List,700-749,7-15 yrs,2024-10-18,,0,0,2.02,0.0,-1.0,,Not Acquired
144067,Healthcare,Micro (1-9),Midwest,Cash Back 2%,Lookalike Audience,700-749,15+ yrs,2023-04-27,,0,0,1.75,0.0,-1.0,,Not Acquired
144068,Retail,Medium (50-249),Southeast,No Annual Fee,Cold List,600-649,3-7 yrs,2023-08-08,,0,0,1.62,0.0,-1.0,,Not Acquired
